TCN1_binds_RCbl	R-HSA-196741		TCN1 // dietary_protein:RCbl	 // 	protein // TCN1:RCbl	 // 
Pancreatic_proteases_degrade_TCN1:RCbl	R-HSA-196741		TCN1:RCbl		RCbl	140785
CBLIF_binds_RCbl	R-HSA-196741		RCbl // CBLIF	140785 // 	CBLIF:RCbl	
CUBN:AMN_binds_CBLIF:RCbl	R-HSA-196741		CBLIF:RCbl // CUBN:AMN	 // 	CUBN:AMN:CBLIF:RCbl	
CUBN:AMN-mediated_CBLIF:RCbl_uptake_and_delivery_to_lysosome	R-HSA-196741		CUBN:AMN:CBLIF:RCbl		CBLIF:RCbl // CUBN:AMN	 // 
Unknown_lysosomal_protease_degrades_CBLIF:RCbl_to_release_Cbl	R-HSA-196741	Ec-3.4	CBLIF:RCbl		RCbl	140785
ABCD4:LMBRD1_transports_RCbl_from_lysosomal_lumen_to_cytosol_(gut_mucosal_cells)	R-HSA-196741	Ec-7.6.2.8	H2O // RCbl // ATP	15377 // 140785 // 30616	ADP // RCbl // Pi	456216 // 140785 // 43474
ABCC1_transports_cytosolic_RCbl_to_extracellular_region	R-HSA-196741	Ec-7.6.2.8	H2O // RCbl // ATP	15377 // 140785 // 30616	ADP // RCbl // Pi	456216 // 140785 // 43474
TCN2_binds_RCbl_in_the_circulation	R-HSA-196741		RCbl // TCN2	140785 // 	TCN2:RCbl	
TCN1_binds_correnoids_in_the_circulation	R-HSA-196741		TCN1 // correnoid	 // 33913	TCN1:correnoid	
CD320_binds_extracellular_TCN2:RCbl	R-HSA-196741		TCN2:RCbl // CD320	 // 	TCN2:RCbl:CD320	
CD320-mediated_TCN2:RCbl_uptake_and_delivery_to_lysosome	R-HSA-196741		TCN2:RCbl:CD320		TCN2:RCbl // CD320	 // 
TCN2:RCbl_is_degraded_to_release_RCbl	R-HSA-196741	Ec-3.4	TCN2:RCbl		RCbl	140785
ABCD4:LMBRD1_transports_RCbl_from_lysosomal_lumen_to_cytosol	R-HSA-196741	Ec-7.6.2.8	H2O // RCbl // ATP	15377 // 140785 // 30616	ADP // RCbl // Pi	456216 // 140785 // 43474
LRP2_binds_extracellular_TCN2:RCbl	R-HSA-196741		TCN2:RCbl // LRP2:LDLRAP1	 // 	LRP2:LDLRAP1:TCN2:RCbl	
LRP2-mediated_TCN2:RCbl_uptake_and_delivery_to_lysosome	R-HSA-196741		LRP2:LDLRAP1:TCN2:RCbl		TCN2:RCbl // LRP2:LDLRAP1	 // 
MMACHC_dealkylates_RCbl	R-HSA-196741	Ec-1	RCbl // GSH // MMACHC	140785 // 57925 // 	R-GSH // MMACHC:cob(I)alamin // H+	90779 //  // 15378
2_cob(I)alamin_+_H(+)_+_NAD(+)_=>_2_cob(II)alamin_+_NADH	R-HSA-196741		MMACHC:cob(I)alamin // NAD // H+	 // 57540 // 15378	MMACHC:cob(II)alamin // NADH	 // 57945
MMACHC_decyanates_CNCbl	R-HSA-196741	Ec-1.16.1.6	CNCbl // TPNH // H+ // MMACHC	17439 // 57783 // 15378 // 	HCN // MMACHC:cob(II)alamin // TPN	18407 //  // 58349
MMACHC:cob(II)alamin_binds_MMADHC	R-HSA-196741		MMACHC:cob(II)alamin // MMADHC	 // 	MMACHC:MMADHC:B12r	
cob(II)alamin_is_transferred_from_MMACHC:MMADHC:cob(II)alamin_to_MTRR:MTR	R-HSA-196741		MMACHC:MMADHC:B12r // MTRR:MTR	 // 	MMADHC // MTRR:MTR:cob(II)alamin // MMACHC	 //  // 
MTRR_reduces_cob(II)alamin_to_meCbl	R-HSA-196741	Ec-1.16.1.8	TPNH // SAM // MTRR:MTR:cob(II)alamin	57783 // 59789 // 	MTRR:MTR:MeCbl // SAH // TPN // H+	 // 57856 // 58349 // 15378
Methionine_is_reformed	R-HSA-196741	Ec-2.1.1.13	MTRR:MTR:MeCbl // HCYS	 // 58065	MTRR:MTR:cob(I)alamin // L-Met	 // 57844
MTR_transfers_CH3_group_from_5-methyl-THF_to_cob(I)alamin	R-HSA-196741	Ec-2.1.1.13	MTRR:MTR:cob(I)alamin // 5-methyl-THF	 // 18608	THF // MTRR:MTR:MeCbl	57453 // 
MMADHC_targets_cytosolic_cob(II)alamin_for_entry_to_mitochondria	R-HSA-196741		MMACHC:MMADHC:B12r		MMADHC // B12r // MMACHC	 // 16304 // 
MMAB_adenosylates_cob(I)alamin	R-HSA-196741	Ec-2.5	ATP // B12r // FADH2	30616 // 16304 // 58307	H+ // FAD // AdoCbl // PPP	15378 // 57692 // 18408 // 15266
MMAA:MUT_binds_AdoCbl	R-HSA-196741		2xMMAA:2xMUT // AdoCbl	 // 18408	2xMMAA:2xMUT:AdoCbl	
